long;lat;nro_registro;tipo_activ;comuna;manzana;calle_nombre;calle_altura;calle_chapa;direccion_normalizada;ubicacion;nombre_cientifico;ancho_acera;estado_plantera;ubicacion_plantera;nivel_plantera;diametro_altura_pecho;altura_arbol;geometry;index_right;BARRIO;COMUNA
;;53638;Lineal;1;;Castillo Ramón S. Pte. Av;100.0;198.0;;LD;Platanus x acerifolia;9.8;Sobreocupada;Regular;A nivel;67.0;12.0;;;;
;;53366;Lineal;1;;Calabria Av.;;;CALABRIA AV.;LA;Jacaranda mimosifolia;3.5;Ocupada;Regular;A nivel;33.0;8.0;;;;
;;53642;Lineal;1;;Castillo Ramón S. Pte. Av;100.0;198.0;;LD;Platanus x acerifolia;9.8;Sobreocupada;Regular;A nivel;55.0;10.0;;;;
;;53643;Lineal;1;;Castillo Ramón S. Pte. Av;100.0;198.0;;LD;Platanus x acerifolia;9.8;Sobreocupada;Regular;A nivel;55.0;12.0;;;;
;;53644;Lineal;1;;Castillo Ramón S. Pte. Av;100.0;198.0;;LD;Platanus x acerifolia;9.8;Sobreocupada;Regular;A nivel;55.0;12.0;;;;
;;53645;Lineal;1;;Castillo Ramón S. Pte. Av;100.0;198.0;;LD;Platanus x acerifolia;9.8;Sobreocupada;Regular;A nivel;67.0;14.0;;;;
;;53646;Lineal;1;;Castillo Ramón S. Pte. Av;100.0;198.0;;LD;Platanus x acerifolia;9.8;Sobreocupada;Regular;A nivel;57.0;13.0;;;;
;;53647;Lineal;1;;Castillo Ramón S. Pte. Av;100.0;198.0;;LD;Platanus x acerifolia;9.8;Sobreocupada;Regular;A nivel;80.0;13.0;;;;
;;53649;Lineal;1;;Castillo Ramón S. Pte. Av;100.0;198.0;;LD;Platanus x acerifolia;9.8;Sobreocupada;Regular;A nivel;48.0;13.0;;;;
;;53650;Lineal;1;;Castillo Ramón S. Pte. Av;100.0;198.0;;LD;Platanus x acerifolia;9.8;Sobreocupada;Regular;A nivel;58.0;14.0;;;;
;;53651;Lineal;1;;Castillo Ramón S. Pte. Av;100.0;198.0;;LD;Platanus x acerifolia;9.8;Sobreocupada;Regular;A nivel;69.0;13.0;;;;
;;53652;Lineal;1;;Castillo Ramón S. Pte. Av;100.0;198.0;;LD;Platanus x acerifolia;9.8;Sobreocupada;Regular;A nivel;66.0;12.0;;;;
;;53653;Lineal;1;;Castillo Ramón S. Pte. Av;100.0;198.0;;LD;Platanus x acerifolia;9.8;Sobreocupada;Regular;A nivel;65.0;14.0;;;;
;;53654;Lineal;1;;Castillo Ramón S. Pte. Av;100.0;198.0;;LD;Platanus x acerifolia;9.8;Sobreocupada;Regular;A nivel;76.0;13.0;;;;
;;53655;Lineal;1;;Castillo Ramón S. Pte. Av;100.0;198.0;;LD;Platanus x acerifolia;9.8;Sobreocupada;Regular;A nivel;63.0;14.0;;;;
;;53658;Lineal;1;;Castillo Ramón S. Pte. Av;100.0;198.0;;LD;Platanus x acerifolia;9.8;Sobreocupada;Regular;A nivel;66.0;13.0;;;;
;;53659;Lineal;1;;Castillo Ramón S. Pte. Av;100.0;198.0;;LD;Platanus x acerifolia;9.8;Sobreocupada;Regular;A nivel;65.0;13.0;;;;
;;53660;Lineal;1;;Castillo Ramón S. Pte. Av;100.0;198.0;;LD;Platanus x acerifolia;9.8;Sobreocupada;Regular;A nivel;72.0;14.0;;;;
;;53661;Lineal;1;;Castillo Ramón S. Pte. Av;100.0;198.0;;LD;Platanus x acerifolia;9.8;Sobreocupada;Regular;A nivel;86.0;11.0;;;;
;;53662;Lineal;1;;Castillo Ramón S. Pte. Av;100.0;198.0;;LD;Platanus x acerifolia;9.8;Sobreocupada;Regular;A nivel;52.0;12.0;;;;
;;53663;Lineal;1;;Castillo Ramón S. Pte. Av;100.0;198.0;;LD;Platanus x acerifolia;9.8;Sobreocupada;Ochava;A nivel;100.0;13.0;;;;
;;53665;Lineal;1;;Castillo Ramón S. Pte. Av;100.0;198.0;;Exacta;Platanus x acerifolia;9.8;Sobreocupada;Ochava;A nivel;115.0;13.0;;;;
;;53666;Lineal;1;;Castillo Ramón S. Pte. Av;100.0;198.0;;LD;Platanus x acerifolia;9.8;Sobreocupada;Regular;A nivel;48.0;13.0;;;;
;;53667;Lineal;1;;Castillo Ramón S. Pte. Av;100.0;198.0;;LD;Platanus x acerifolia;9.8;Sobreocupada;Ochava;A nivel;55.0;13.0;;;;
;;53668;Lineal;1;;Castillo Ramón S. Pte. Av;100.0;198.0;;LD;Platanus x acerifolia;9.8;Sobreocupada;Regular;A nivel;55.0;12.0;;;;
;;53669;Lineal;1;;Castillo Ramón S. Pte. Av;100.0;198.0;;LD;Platanus x acerifolia;9.8;Sobreocupada;Regular;A nivel;63.0;14.0;;;;
;;53671;Lineal;1;;Castillo Ramón S. Pte. Av;100.0;198.0;;LD;Platanus x acerifolia;9.8;Sobreocupada;Regular;A nivel;55.0;12.0;;;;
;;53672;Lineal;1;;Castillo Ramón S. Pte. Av;100.0;198.0;;LD;Platanus x acerifolia;9.8;Sobreocupada;Regular;A nivel;65.0;10.0;;;;
;;53481;Lineal;1;;Calabria Av.;;1.0;;LA;Tipuana tipu;3.5;Ocupada;Fuera de línea;A nivel;120.0;25.0;;;;
;;54736;Lineal;1;324;De la Rábida Av.;0.0;;;;Platanus x acerifolia;3.5;Ocupada;Regular;A nivel;97.0;18.0;;;;
;;54737;Lineal;1;324;De la Rábida Av.;0.0;;;;Platanus x acerifolia;2.7;Ocupada;Regular;A nivel;56.0;18.0;;;;
;;54738;Lineal;1;;De la Rábida Av.;0.0;;;;Platanus x acerifolia;2.7;Ocupada;Regular;A nivel;76.0;18.0;;;;
;;56072;Lineal;1;;San Juan Av.;600.0;61211.0;;LD;Fraxinus pennsylvanica;3.2;Ocupada;Regular;A nivel;40.0;15.0;;;;
;;57440;Lineal;1;;Luisoni Arturo P. Mayor;2500.0;2545.0;;LA;Fraxinus pennsylvanica;7.8;Ocupada;Regular;A nivel;28.0;7.0;;;;
;;57584;Lineal;1;;Saenz Peña Roque,Pres. Diagonal Norte Av. ;1500.0;;SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV.;LA;Fraxinus pennsylvanica;2.5;Ocupada;Regular;Elevada;41.0;10.0;;;;
;;57343;Lineal;1;;Luisoni Arturo P. Mayor;2500.0;2545.0;;Exacta;Fraxinus pennsylvanica;7.8;Ocupada;Regular;A nivel;20.0;6.0;;;;
;;57350;Lineal;1;;Luisoni Arturo P. Mayor;2500.0;2545.0;;LD;Fraxinus pennsylvanica;7.8;Ocupada;Regular;A nivel;31.0;7.0;;;;
;;57879;Lineal;1;;Paseo Colón Av.;;;PASEO COLON AV.;;Platanus x acerifolia;;Ocupada;Regular;A nivel;80.0;13.0;;;;
;;57880;Lineal;1;;Paseo Colón Av.;;;PASEO COLON AV.;;Platanus x acerifolia;;Ocupada;Regular;A nivel;89.0;11.0;;;;
;;57883;Lineal;1;;La Rábida ;;;;;Platanus x acerifolia;;Ocupada;Regular;A nivel;110.0;14.0;;;;
;;57884;Lineal;1;;De la Rábida Av.;;;;;Platanus x acerifolia;3.3;Ocupada;Regular;A nivel;54.0;13.0;;;;
;;57890;Lineal;1;;De la Rábida Av.;;;;;Platanus x acerifolia;1.8;Ocupada;Regular;A nivel;89.0;15.0;;;;
;;57898;Lineal;1;;De la Rábida Av.;;;;;Platanus x acerifolia;2.6;Ocupada;Regular;A nivel;51.0;14.0;;;;
;;57902;Lineal;1;;Paseo Colón Av.;;;PASEO COLON AV.;;Platanus x acerifolia;;Ocupada;Regular;;68.0;14.0;;;;
;;57906;Lineal;1;;De la Rábida Av.;;;;;Platanus x acerifolia;2.6;Ocupada;Regular;A nivel;11.0;8.0;;;;
;;58176;Lineal;1;;Saenz Peña Roque,Pres. Diagonal Norte Av. ;1500.0;;SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV.;LA;Fraxinus pennsylvanica;2.5;Ocupada;Regular;A nivel;28.0;11.0;;;;
;;58747;Lineal;1;;De la Rábida Av.;;;;;Platanus x acerifolia;2.6;Ocupada;Regular;A nivel;16.0;7.0;;;;
;;58752;Lineal;1;;De la Rábida Av.;;;;;Tipuana tipu;1.8;Ocupada;Regular;A nivel;8.0;3.0;;;;
;;58753;Lineal;1;;De la Rábida Av.;;;;;Platanus x acerifolia;3.5;Ocupada;Regular;;33.0;14.0;;;;
;;58503;Lineal;1;;Lavalle;1400.0;14646.0;;Exacta;Fraxinus pennsylvanica;6;Ocupada;Regular;A nivel;18.0;6.0;;;;
;;58803;Lineal;1;;Saenz Peña Roque,Pres. Diagonal Norte Av. ;1500.0;;SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV.;LA;Fraxinus pennsylvanica;3.2;Ocupada;Regular;A nivel;26.0;8.0;;;;
;;58829;Lineal;1;;Saenz Peña Roque,Pres. Diagonal Norte Av. ;1200.0;1285.0;;LA;Fraxinus pennsylvanica;2.3;Ocupada;Regular;Bajo nivel;26.0;12.0;;;;
;;58561;Lineal;1;;Saenz Peña Roque,Pres. Diagonal Norte Av. ;1200.0;1285.0;;Exacta;Fraxinus pennsylvanica;2.6;Ocupada;Regular;A nivel;27.0;11.0;;;;
;;60048;Lineal;1;;Letonia;;26.0;;LD;Ulmus procera;;Sobreocupada;Ochava;A nivel;61.0;6.0;;;;
;;60049;Lineal;1;;Letonia;;26.0;;LA;Populus alba;8;Sobreocupada;Regular;A nivel;56.0;10.0;;;;
;;60050;Lineal;1;;Letonia;;26.0;;LA;Ulmus procera;11.25;Sobreocupada;Regular;A nivel;33.0;6.0;;;;
;;60051;Lineal;1;;Letonia;;26.0;;LA;Tipuana tipu;11.25;Sobreocupada;Regular;A nivel;84.0;9.0;;;;
;;60052;Lineal;1;;Letonia;;26.0;;LD;Ulmus pumila;8;Sobreocupada;Regular;A nivel;95.0;8.0;;;;
;;60053;Lineal;1;;Letonia;;26.0;;LD;Gleditsia triacanthos;8;Sobreocupada;Regular;A nivel;25.0;4.0;;;;
;;60054;Lineal;1;;Letonia;;26.0;;LD;Ulmus pumila;8;Sobreocupada;Regular;A nivel;80.0;7.0;;;;
;;60055;Lineal;1;;Letonia;;26.0;;LA;Washingtonia filifera;8;Sobreocupada;Fuera de línea;A nivel;70.0;4.0;;;;
;;60056;Lineal;1;;Letonia;;26.0;;LD;Populus deltoides;8;Sobreocupada;Fuera de línea;A nivel;88.0;10.0;;;;
;;60057;Lineal;1;;Letonia;;26.0;;LA;Tipuana tipu;8;Sobreocupada;Regular;A nivel;25.0;5.0;;;;
;;60058;Lineal;1;;Letonia;;26.0;;LA;Phoenix canariensis;8;Sobreocupada;Fuera de línea;A nivel;45.0;2.0;;;;
;;60059;Lineal;1;;Letonia;;26.0;;LD;Morus alba;8;Sobreocupada;Regular;A nivel;38.0;4.0;;;;
;;60061;Lineal;1;;Letonia;;26.0;;LD;Cedrus deodara;;Sobreocupada;Fuera de línea;A nivel;44.0;7.0;;;;
;;60072;Lineal;1;;Letonia;;96.0;;LA;Handroanthus lapacho;11.25;Sobreocupada;Regular;A nivel;16.0;4.0;;;;
;;59851;Lineal;1;;Alvear Marcelo Torcuato de;500.0;525.0;;LA;Photinia x fraseri;2.4;Ocupada;Regular;A nivel;10.0;4.0;;;;
;;59852;Lineal;1;;Alvear Marcelo Torcuato de;500.0;525.0;;LA;Photinia x fraseri;2.4;Ocupada;Regular;A nivel;8.0;3.0;;;;
;;59854;Lineal;1;;Alvear Marcelo Torcuato de;500.0;525.0;;LA;Photinia x fraseri;2.4;Ocupada;Regular;A nivel;11.0;3.0;;;;
;;59855;Lineal;1;;Alvear Marcelo Torcuato de;500.0;525.0;;LA;Photinia x fraseri;2.4;Ocupada;Regular;A nivel;10.0;3.0;;;;
;;59859;Lineal;1;;Alvear Marcelo Torcuato de;500.0;525.0;;LA;Photinia x fraseri;2.4;Ocupada;Regular;A nivel;8.0;3.0;;;;
;;59860;Lineal;1;;Alvear Marcelo Torcuato de;500.0;525.0;;LD;Photinia x fraseri;2.4;Ocupada;Regular;A nivel;7.0;2.0;;;;
;;60044;Lineal;1;;Letonia;;26.0;;LD;Ulmus procera;;Sobreocupada;Ochava;A nivel;34.0;5.0;;;;
;;60045;Lineal;1;;Letonia;;26.0;;LD;Ulmus procera;;Sobreocupada;Ochava;A nivel;36.0;6.0;;;;
;;60046;Lineal;1;;Letonia;;96.0;;Exacta;Handroanthus lapacho;11.25;Sobreocupada;Regular;A nivel;18.0;5.0;;;;
;;61112;Lineal;1;;Entre Ríos Av.;;;ENTRE RIOS AV.;;Jacaranda mimosifolia;;Ocupada;;A nivel;43.0;11.0;;;;
;;61114;Lineal;1;;Entre Ríos Av.;;;ENTRE RIOS AV.;;Jacaranda mimosifolia;;Ocupada;;A nivel;41.0;12.0;;;;
;;60930;Lineal;1;;Humberto Primo;1100.0;11543.0;;LA;Fraxinus pennsylvanica;2;Ocupada;Regular;A nivel;38.0;7.0;;;;
;;60933;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;Regular;A nivel;18.0;5.0;;;;
;;60935;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;Regular;A nivel;15.0;7.0;;;;
;;60939;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Morus nigra;;Ocupada;Regular;Elevada;15.0;4.0;;;;
;;60940;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;Regular;A nivel;16.0;6.0;;;;
;;60959;Lineal;1;;Antártida Argentina Av.;800.0;800.0;;LA;Platanus x acerifolia;2.8;Ocupada;Regular;A nivel;61.0;9.0;;;;
;;60941;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;Regular;A nivel;18.0;7.0;;;;
;;60942;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;Regular;A nivel;20.0;4.0;;;;
;;60943;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;Regular;A nivel;24.0;6.0;;;;
;;60944;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Jacaranda mimosifolia;;Ocupada;Regular;A nivel;40.0;10.0;;;;
;;60945;Lineal;1;;Antártida Argentina Av.;800.0;800.0;;LA;Platanus x acerifolia;2.8;Ocupada;Regular;Elevada;0.0;;;;;
;;60946;Lineal;1;;Antártida Argentina Av.;800.0;800.0;;LA;Platanus x acerifolia;2.8;Ocupada;Regular;Elevada;0.0;;;;;
;;60947;Lineal;1;;Antártida Argentina Av.;800.0;800.0;;LA;Platanus x acerifolia;2.8;Ocupada;Regular;Elevada;0.0;;;;;
;;60948;Lineal;1;;Antártida Argentina Av.;800.0;800.0;;LA;Platanus x acerifolia;2.8;Ocupada;Regular;A nivel;0.0;;;;;
;;60949;Lineal;1;;Antártida Argentina Av.;800.0;800.0;;LA;Platanus x acerifolia;2.8;Ocupada;Regular;A nivel;0.0;;;;;
;;60950;Lineal;1;;Antártida Argentina Av.;800.0;800.0;;LA;Platanus x acerifolia;2.8;Ocupada;Regular;A nivel;0.0;;;;;
;;60951;Lineal;1;;Antártida Argentina Av.;800.0;800.0;;LA;Platanus x acerifolia;2.8;Ocupada;Regular;A nivel;0.0;;;;;
;;60952;Lineal;1;;Antártida Argentina Av.;800.0;800.0;;LA;Platanus x acerifolia;2.8;Ocupada;Regular;Elevada;0.0;;;;;
;;60954;Lineal;1;;Antártida Argentina Av.;800.0;800.0;;LA;Platanus x acerifolia;2.8;Ocupada;Regular;A nivel;58.0;9.0;;;;
;;60955;Lineal;1;;Antártida Argentina Av.;800.0;800.0;;LA;Platanus x acerifolia;2.8;Ocupada;Regular;A nivel;52.0;9.0;;;;
;;60956;Lineal;1;;Antártida Argentina Av.;800.0;800.0;;LA;Platanus x acerifolia;2.8;Ocupada;Regular;A nivel;60.0;9.0;;;;
;;60957;Lineal;1;;Antártida Argentina Av.;800.0;800.0;;LA;Platanus x acerifolia;2.8;Ocupada;Regular;A nivel;62.0;10.0;;;;
;;60958;Lineal;1;;Antártida Argentina Av.;800.0;800.0;;LA;Platanus x acerifolia;2.8;Ocupada;Regular;A nivel;48.0;9.0;;;;
;;60960;Lineal;1;;Antártida Argentina Av.;800.0;800.0;;LA;Platanus x acerifolia;2.8;Ocupada;Regular;A nivel;77.0;10.0;;;;
;;60961;Lineal;1;;Antártida Argentina Av.;800.0;800.0;;LA;Platanus x acerifolia;2.8;Ocupada;Regular;A nivel;65.0;10.0;;;;
;;60962;Lineal;1;;Antártida Argentina Av.;800.0;800.0;;LA;Platanus x acerifolia;2.8;Ocupada;Regular;A nivel;62.0;9.0;;;;
;;60963;Lineal;1;;Antártida Argentina Av.;800.0;800.0;;LA;Fraxinus pennsylvanica;2.8;Ocupada;Regular;A nivel;63.0;7.0;;;;
;;60976;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;Regular;A nivel;20.0;5.0;;;;
;;60978;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Phytolacca dioica;;Ocupada;Regular;Elevada;23.0;4.0;;;;
;;60977;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;Regular;A nivel;15.0;6.0;;;;
;;60979;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;Regular;A nivel;15.0;5.0;;;;
;;60981;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;Regular;A nivel;22.0;7.0;;;;
;;60983;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;Regular;A nivel;24.0;8.0;;;;
;;60987;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;Regular;A nivel;21.0;7.0;;;;
;;61029;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Tipuana tipu;;Ocupada;Regular;A nivel;4.0;4.0;;;;
;;61030;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;Regular;A nivel;13.0;5.0;;;;
;;61032;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;Regular;A nivel;13.0;6.0;;;;
;;61034;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Tipuana tipu;;Ocupada;Regular;A nivel;5.0;3.0;;;;
;;61035;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Jacaranda mimosifolia;;Ocupada;Regular;A nivel;50.0;11.0;;;;
;;61037;Lineal;1;;Entre Ríos Av.;;;ENTRE RIOS AV.;;Jacaranda mimosifolia;;Ocupada;Regular;A nivel;13.0;4.0;;;;
;;61038;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;Regular;A nivel;13.0;5.0;;;;
;;61039;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;Regular;A nivel;17.0;6.0;;;;
;;61040;Lineal;1;;Entre Ríos Av.;;;ENTRE RIOS AV.;;Jacaranda mimosifolia;;Ocupada;Regular;A nivel;41.0;10.0;;;;
;;61041;Lineal;1;;Entre Ríos Av.;;;ENTRE RIOS AV.;;Jacaranda mimosifolia;;Ocupada;Regular;A nivel;43.0;11.0;;;;
;;61042;Lineal;1;;Entre Ríos Av.;;;ENTRE RIOS AV.;;Jacaranda mimosifolia;;Ocupada;Regular;A nivel;40.0;11.0;;;;
;;60529;Lineal;1;;Letonia;;89.0;;LA;Tipuana tipu;10;Ocupada;Regular;A nivel;84.0;10.0;;;;
;;60530;Lineal;1;;Combate de Costa Brava;;;COMBATE DE COSTA BRAVA;;Tipuana tipu;2.8;Ocupada;Ochava;A nivel;99.0;11.0;;;;
;;62415;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Butia yatay;;Ocupada;;Elevada;57.0;6.0;;;;
;;62416;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;;A nivel;17.0;4.0;;;;
;;62145;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;;A nivel;14.0;4.0;;;;
;;62146;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;;A nivel;13.0;4.0;;;;
;;62147;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;;Elevada;18.0;5.0;;;;
;;62148;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;;A nivel;15.0;4.0;;;;
;;62149;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;;A nivel;18.0;;;;;
;;62150;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;;A nivel;19.0;4.0;;;;
;;62151;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;;Elevada;16.0;4.0;;;;
;;62152;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;;A nivel;16.0;4.0;;;;
;;62153;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;;A nivel;17.0;;;;;
;;62154;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;;A nivel;20.0;7.0;;;;
;;62155;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;;A nivel;16.0;5.0;;;;
;;62430;Lineal;1;;Saenz Peña Roque,Pres. Diagonal Norte Av. ;1000.0;1100.0;;Exacta;Fraxinus pennsylvanica;2.6;Ocupada;Regular;Elevada;17.0;5.0;;;;
;;62157;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Jacaranda mimosifolia;;Ocupada;;A nivel;4.0;3.0;;;;
;;62160;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Tipuana tipu;;Ocupada;;Elevada;4.0;2.0;;;;
;;62161;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Tipuana tipu;;Ocupada;;A nivel;4.0;3.0;;;;
;;62162;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Jacaranda mimosifolia;;Ocupada;;A nivel;10.0;5.0;;;;
;;62459;Lineal;1;;Alvear Marcelo Torcuato de;400.0;479.0;;LA;Photinia x fraseri;2.4;Ocupada;Regular;A nivel;8.0;3.0;;;;
;;62460;Lineal;1;;Alvear Marcelo Torcuato de;400.0;475.0;;Exacta;Photinia x fraseri;2.4;Ocupada;Regular;A nivel;2.0;2.0;;;;
;;62461;Lineal;1;;Alvear Marcelo Torcuato de;400.0;473.0;;Exacta;Photinia x fraseri;2.4;Ocupada;Regular;A nivel;2.0;3.0;;;;
;;62462;Lineal;1;;Alvear Marcelo Torcuato de;400.0;429.0;;Exacta;Photinia x fraseri;2.4;Ocupada;Regular;A nivel;9.0;4.0;;;;
;;62175;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Jacaranda mimosifolia;;Ocupada;;A nivel;43.0;13.0;;;;
;;61691;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;;A nivel;19.0;6.0;;;;
;;61692;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;;A nivel;19.0;5.0;;;;
;;61693;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;;A nivel;16.0;6.0;;;;
;;61695;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Tipuana tipu;;Ocupada;;A nivel;4.0;3.0;;;;
;;61696;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Tipuana tipu;;Ocupada;;A nivel;3.0;3.0;;;;
;;61697;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Jacaranda mimosifolia;;Ocupada;;A nivel;15.0;4.0;;;;
;;61699;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;;A nivel;26.0;4.0;;;;
;;62569;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;Regular;A nivel;13.0;5.0;;;;
;;62570;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;Regular;A nivel;15.0;4.0;;;;
;;62571;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;Regular;A nivel;4.0;3.0;;;;
;;62572;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;Regular;A nivel;14.0;4.0;;;;
;;62573;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Jacaranda mimosifolia;;Ocupada;Regular;A nivel;5.0;4.0;;;;
;;62574;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;Regular;A nivel;16.0;4.0;;;;
;;62575;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;Regular;A nivel;16.0;6.0;;;;
;;62576;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;Regular;A nivel;14.0;6.0;;;;
;;62578;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;Regular;A nivel;16.0;5.0;;;;
;;62579;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;Regular;A nivel;15.0;5.0;;;;
;;62581;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;Regular;A nivel;13.0;3.0;;;;
;;62582;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Jacaranda mimosifolia;;Ocupada;Regular;A nivel;3.0;2.0;;;;
;;62583;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;Regular;A nivel;23.0;6.0;;;;
;;61700;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;;A nivel;18.0;6.0;;;;
;;61702;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;;A nivel;15.0;5.0;;;;
;;61703;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Jacaranda mimosifolia;;Ocupada;;A nivel;43.0;9.0;;;;
;;61705;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Butia yatay;;Ocupada;;A nivel;64.0;4.0;;;;
;;61707;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Ceiba speciosa;;Ocupada;;A nivel;40.0;14.0;;;;
;;61708;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Syagrus romanzoffiana;;Ocupada;;A nivel;17.0;5.0;;;;
;;61709;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Tipuana tipu;;Ocupada;Regular;A nivel;5.0;3.0;;;;
;;62533;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Ceiba speciosa;;Ocupada;Regular;Elevada;61.0;16.0;;;;
;;62534;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Ceiba speciosa;;Ocupada;Regular;Elevada;16.0;7.0;;;;
;;62535;Lineal;1;;Córdoba Av.;;;CORDOBA AV.;;Ceiba speciosa;;Ocupada;Regular;Elevada;59.0;13.0;;;;
